0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,1,1,1,1,1,1,1,0.9999999999,0.9999994213,0.9999501412,0.9992698368,0.9956736118,0.9849245276,0.9625638137,0.9260457555,0.8756175387,0.8138417032,0.7445084661,0.6716043126,0.5986304587,0.5282869836,0.4624210676,0.402123694,0.3478868806,0.2997676917,0.2575322022,0.2207698255,0.1889778515,0.1616203017,0.138166512,0.1181146517,0.1010045839,0.08642350422,0.07400691657,0.06343676482,0.05443797514,0.04677424218,0.04024359285,0.03467405242,0.02991959724,0.02585648546,0.02237999854,0.01940159024,0.01684641949,0.01465123286,0.01276255844,0.01113517246,0.009730801959,0.008517030221
1,1,1,1,1,1,1,1,1,1,0.9999999913,0.9999982375,0.9999419132,0.9993383639,0.9961739736,0.9859989063,0.9628490659,0.9218825563,0.8617194365,0.7849704218,0.6970791597,0.604510794,0.5132052908,0.4276913754,0.3508317595,0.2839846967,0.2273570987,0.1803898943,0.1420902695,0.1112802181,0.08676250183,0.06741912983,0.05226082756,0.04044409936,0.03126878011,0.02416517163,0.01867669719,0.01444165732,0.01117605528,0.008658421887,0.006716942584,0.00521884035,0.004061794694,0.003167109226,0.00247433227,0.001937057377,0.001519665969,0.001194812944,0.0009414927352,0.0007435556522
1,1,1,1,1,1,1,1,1,1,1,0.9999999952,0.999999115,0.9999672154,0.9995612229,0.9970468529,0.9877386897,0.9641101477,0.9188814646,0.8490352033,0.7576321837,0.6525155294,0.5433265705,0.4387157273,0.344764047,0.2646565388,0.1991564982,0.147385233,0.1075731754,0.07763063737,0.05551179285,0.03940697876,0.02781594916,0.01954985797,0.01369717944,0.00957613516,0.006686369491,0.004666010988,0.003256293771,0.002273791627,0.00158934917,0.001112480205,0.0007800222283,0.0005479980701,0.0003858383649,0.0002723121508,0.0001926774734,0.000136694911,0.00009724698358,0.00006938065179
1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999551,0.9999954755,0.9998793052,0.998685763,0.9923641608,0.9718000402,0.925402129,0.8461977112,0.7371918929,0.6103925496,0.4811966953,0.3626988942,0.2627681802,0.1839872518,0.125159947,0.0831139558,0.05410577066,0.03465509959,0.02190872383,0.01370782378,0.008507927538,0.005248507495,0.003223512625,0.001973875199,0.001206503815,0.0007368836015,0.000450095974,0.0002751469292,0.000168440174,0.0001033176283,0.0000635245185,0.00003916574522,0.00002422161479,0.00001502943376,0.000009358727669,0.000005849259923,0.000003669914466,0.000002311695323
1,1,1,1,1,1,1,1,1,1,1,1,0.9999999993,0.9999997565,0.9999850289,0.9997017512,0.9973055014,0.9862491684,0.9539452316,0.8874282077,0.7830147759,0.6505127674,0.5083870328,0.3750436115,0.2626669877,0.1757978242,0.1131736743,0.07050933896,0.0427455623,0.02533744609,0.01474579796,0.008455909482,0.004792563103,0.002691687879,0.001501401352,0.0008333092006,0.0004609480713,0.0002544653904,0.0001403594052,0.00007743182034,0.00004275891874,0.00002365222118,0.00001311343175,0.000007290891197,0.000004066778187,0.00000227657435,0.000001279395555,0.0000007219839043,0.0000004092030297,0.0000002329760842
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999866,0.9999981088,0.9999310938,0.9990325469,0.9931831289,0.9711258985,0.9164515133,0.8186740457,0.6833910865,0.5306735879,0.3841252037,0.2607005785,0.167142052,0.1020221794,0.05973060401,0.03376941068,0.01854661427,0.009946587874,0.00523232435,0.002710139513,0.001386718111,0.0007029074025,0.0003537983438,0.0001771912226,0.00008845196565,0.00004407478882,0.00002194996933,0.00001093706472,0.000005457373953,0.000002729079786,0.000001368614076,0.0000006886793357,0.0000003478771638,0.000000176472442,0.00000008993142609,0.00000004605186478,0.00000002370178093
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999981,0.9999994618,0.9999684606,0.9993845944,0.994572299,0.9733341206,0.9153620867,0.8065268561,0.6543184572,0.4857849865,0.3309189697,0.2083973365,0.1224877101,0.06785507815,0.03575791008,0.01807459384,0.008827432236,0.004191828789,0.001945895961,0.0008871198524,0.0003987432564,0.0001772960754,0.0000782038519,0.0000343023381,0.00001499242229,0.00000654070644,0.000002852468682,0.000001245094621,0.0000005445383703,0.0000002388296822,0.0000001051261212,0.00000004647001516,0.00000002063991621,0.000000009215335198,0.000000004137566038,0.000000001868717838,0.0000000008492150575
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999303,0.9999925343,0.9997739103,0.9972515211,0.9829608046,0.936154584,0.8362221915,0.6839824262,0.50663748,0.3399660011,0.208175769,0.1175427522,0.06188247162,0.03070272424,0.01449519739,0.00656763916,0.00287699175,0.001226210222,0.0005112572173,0.0002094907135,0.00008469235462,0.00003389422107,0.00001346603618,0.000005323933364,0.000002098907764,0.0000008265665608,0.0000003256329444,0.000000128496226,0.00000005084248889,0.00000002018969734,0.000000008052505404,0.000000003227826146,0.00000000130107455,0.0000000005275987951,0.000000000215317093,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999909,0.9999982209,0.9999163828,0.9985990879,0.9890433525,0.9515547662,0.8606277508,0.7098230835,0.5250549573,0.3474731454,0.2071315738,0.1124669364,0.05631942337,0.02632715373,0.01161624657,0.004885293895,0.001974992663,0.000773141435,0.0002949030552,0.0001101879633,0.00004051233057,0.00001471324411,0.000005295633337,0.000001894189692,0.0000006749204961,0.0000002400377278,0.00000008535869466,0.00000003039413145,0.00000001085032499,0.000000003887432264,0.000000001399060196,0.0000000005061626254,0.0000000001842040213,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999974,0.9999991761,0.9999463175,0.9988776847,0.989856295,0.9510139087,0.8522830523,0.6868752877,0.4881065408,0.305123567,0.1692271071,0.08439720535,0.03840763323,0.01617532542,0.006385095766,0.002389002003,0.0008554455076,0.0002955844897,0.00009925184311,0.00003258049826,0.0000105085055,0.000003344694931,0.000001054362085,0.0000003302072138,0.0000001030124188,0.00000003208258419,0.000000009994243829,0.00000000311911164,0.0000000009765750097,0.0000000003070977296,0,0,0,0,0,0
