0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,1,1,1,1,1,1,1,1,1,1,0.9999999997,0.9999997331,0.9999875267,0.9998425131,0.9990516124,0.9964153592,0.9900998741,0.9780949816,0.9587952396,0.9314024348,0.896034457,0.8535926602,0.8055049101,0.7534494997,0.6991239177,0.6440833167,0.5896477914,0.5368650885,0.4865120044,0.4391192424,0.3950079453,0.3543297643,0.3171054284,0.2832590901,0.2526473043,0.2250824785,0.2003511898,0.1782280312,0.1584857298,0.1409022662,0.1252656439,0.1113768665,0.09905158093,0.08812075157,0.07843065325,0.06984240115,0.06223118299,0.055485315,0.04950520911
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999994,0.9999999147,0.9999970499,0.9999598054,0.9997077253,0.9986363309,0.9954020299,0.9878566144,0.9734159129,0.9497391205,0.9153946159,0.8702346552,0.8153908126,0.7529733345,0.685632008,0.6161232614,0.5469732551,0.4802690839,0.4175695647,0.3599068256,0.3078452776,0.261568862,0.2209752738,0.1857638018,0.1555098789,0.1297239871,0.107895363,0.08952242863,0.07413243837,0.06129285414,0.05061669237,0.04176369902,0.03443880528,0.0283889492,0.02339904098,0.01928760532,0.01590244895
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999895,0.9999994882,0.9999902382,0.999904362,0.9994247455,0.9976027712,0.992464698,0.9809978383,0.9597545052,0.9258770439,0.8780481216,0.8169404623,0.745048979,0.6660754405,0.5841545063,0.5031700257,0.4262965343,0.3557900236,0.2929817274,0.2384019846,0.1919647709,0.1531613415,0.1212319465,0.09530163856,0.07447779204,0.05791349551,0.04484374651,0.03460178186,0.02662203189,0.02043485462,0.01565683253,0.01197921809,0.009156171344,0.006993743568,0.005340086133
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999778,0.999999033,0.9999823878,0.9998302974,0.9989863712,0.9958045168,0.9869535544,0.96763232,0.9329381007,0.8797901035,0.8083172378,0.7220049937,0.6266861557,0.5289960449,0.4349583644,0.3490927859,0.2741118976,0.2110666481,0.1597331083,0.119062256,0.08758011837,0.06368852821,0.0458603469,0.03274596351,0.0232155614,0.01636050763,0.01147228968,0.008011776493,0.005576708871,0.003871710433,0.002682708905,0.001856217052,0.001283156068,0.000886568153
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999997,0.9999999649,0.9999986602,0.9999770497,0.9997845534,0.9987253473,0.9947401181,0.9836749475,0.9596408154,0.9169100652,0.8524673164,0.7676578461,0.6680147602,0.5615500502,0.4565286404,0.3596866225,0.2753452758,0.2053703482,0.1496642745,0.1068525426,0.07492526813,0.05171902001,0.03521764626,0.02370159165,0.01579193702,0.01043250199,0.006842568012,0.004461127955,0.002894170772,0.001870098473,0.001204553875,0.0007739783515,0.0004964266379,0.0003180207418
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999987,0.9999998962,0.9999968392,0.9999533771,0.9996058735,0.9978428929,0.9916301084,0.9753302947,0.9417281343,0.884932464,0.8035074535,0.701752393,0.5884226876,0.4738692269,0.3671965509,0.2745397539,0.1986839337,0.1396401597,0.09562232896,0.06399498281,0.04197662085,0.02705659118,0.01717762579,0.01076449697,0.006670888436,0.004095081763,0.002493901566,0.001508725254,0.0009077505797,0.0005437534385,0.0003245777769,0.0001932294688,0.0001148105442
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999802,0.999999036,0.9999797084,0.9997752473,0.9984915504,0.9931859828,0.977559082,0.9426674452,0.8806571174,0.7894526748,0.67489802,0.5488487657,0.4247745763,0.3136192672,0.2216782162,0.1506195221,0.09878499996,0.06279349137,0.03883359561,0.0234472693,0.0138659477,0.008054172218,0.004606974364,0.002600889159,0.001452165114,0.0008032960729,0.0004409498647,0.0002405282094,0.0001305404687,0.00007056731507,0.00003803322908,0.00002045489238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999984,0.9999998638,0.9999955004,0.9999288543,0.9993673892,0.9964323592,0.9860152581,0.9590882222,0.9055067442,0.819708686,0.7051253228,0.5737224136,0.4411926969,0.3212907587,0.2223725113,0.1469279631,0.09311411816,0.05686393524,0.03361138,0.01930800061,0.01081942351,0.005933915111,0.003194852185,0.001693138774,0.0008853145326,0.0004576994037,0.0002343964962,0.0001191043073,0.00006013740195,0.00003021099519,0.00001511772217,0.000007543090316
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,0.9999999806,0.9999989955,0.9999773276,0.9997329313,0.9981198566,0.9912295761,0.9706283203,0.9247559784,0.8448163312,0.7313272447,0.5957032775,0.4555564088,0.3275149198,0.2221553405,0.1428543396,0.08754189184,0.05139339505,0.02905031095,0.01588455557,0.00843785498,0.00437112468,0.002215930068,0.001102696708,0.0005401079411,0.000261025581,0.0001247376219,0.00005905422458,0.00002774445507,0.00001295453646,0.000006019528988,0.000002786807177
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999994,0.9999995575,0.999986938,0.9998117141,0.9984605609,0.9919982638,0.9711064632,0.9222421519,0.8349293262,0.7103728726,0.5633212513,0.4153335183,0.2852392899,0.1832833648,0.1108239399,0.06345022876,0.03460928846,0.01809020645,0.009110071973,0.0044416883,0.0021058502,0.0009746763359,0.0004419349525,0.000196907044,0.00008644807048,0.000037487773,0.00001609132569,0.000006849862372,0.000002896574135,0.000001218544104,0.0000005106444024
